val1,suit1,val2,suit2,nwin,nloose,nsplit
11.0,2.0,7.0,2.0,0.5182,0.4446,0.0372
11.0,2.0,7.0,0.0,0.4858,0.476,0.0382
11.0,2.0,7.0,3.0,0.4932,0.4724,0.0344
11.0,2.0,7.0,1.0,0.4954,0.4634,0.0412
11.0,1.0,7.0,0.0,0.4866,0.4748,0.0386
11.0,1.0,7.0,3.0,0.481,0.4776,0.0414
11.0,1.0,7.0,1.0,0.5082,0.4508,0.041
11.0,2.0,8.0,0.0,0.5084,0.4578,0.0338
11.0,2.0,8.0,2.0,0.5464,0.4156,0.038
11.0,2.0,8.0,1.0,0.4952,0.4656,0.0392
11.0,2.0,8.0,3.0,0.5124,0.448,0.0396
11.0,1.0,8.0,1.0,0.5176,0.443,0.0394
11.0,1.0,8.0,3.0,0.5046,0.459,0.0364
11.0,2.0,9.0,1.0,0.5272,0.4378,0.035
11.0,2.0,9.0,0.0,0.5222,0.4428,0.035
11.0,2.0,9.0,3.0,0.5418,0.422,0.0362
11.0,1.0,9.0,3.0,0.5154,0.452,0.0326
11.0,2.0,10.0,3.0,0.5578,0.4126,0.0296
11.0,2.0,10.0,1.0,0.5512,0.4206,0.0282
11.0,2.0,10.0,2.0,0.5668,0.4072,0.026
11.0,2.0,10.0,0.0,0.537,0.432,0.031
11.0,1.0,10.0,3.0,0.5422,0.4308,0.027
11.0,1.0,10.0,1.0,0.5684,0.4034,0.0282
11.0,1.0,10.0,2.0,0.5482,0.4252,0.0266
11.0,1.0,10.0,0.0,0.5492,0.4218,0.029
11.0,2.0,11.0,1.0,0.7882,0.2072,0.0046
11.0,2.0,11.0,0.0,0.7802,0.2138,0.006
11.0,2.0,11.0,3.0,0.7796,0.2156,0.0048
11.0,1.0,11.0,0.0,0.7838,0.2086,0.0076
11.0,1.0,11.0,3.0,0.7762,0.2188,0.005
11.0,0.0,11.0,3.0,0.784,0.2094,0.0066
11.0,2.0,12.0,1.0,0.586,0.3896,0.0244
11.0,2.0,12.0,0.0,0.5496,0.4314,0.019
11.0,2.0,12.0,2.0,0.565,0.4126,0.0224
11.0,2.0,12.0,3.0,0.5428,0.44,0.0172
11.0,1.0,12.0,0.0,0.5472,0.4292,0.0236
11.0,1.0,12.0,2.0,0.5344,0.4448,0.0208
11.0,1.0,12.0,3.0,0.537,0.4414,0.0216
11.0,0.0,12.0,3.0,0.5376,0.4426,0.0198
11.0,3.0,12.0,3.0,0.5702,0.4094,0.0204
11.0,2.0,13.0,2.0,0.6202,0.3538,0.026
11.0,2.0,13.0,0.0,0.5956,0.3818,0.0226
11.0,2.0,13.0,3.0,0.6082,0.3726,0.0192
11.0,2.0,13.0,1.0,0.595,0.3822,0.0228
11.0,1.0,13.0,0.0,0.603,0.3772,0.0198
11.0,1.0,13.0,3.0,0.5976,0.3778,0.0246
11.0,1.0,13.0,1.0,0.616,0.3594,0.0246
11.0,2.0,14.0,0.0,0.6308,0.346,0.0232
11.0,2.0,14.0,2.0,0.6592,0.3222,0.0186
11.0,2.0,14.0,1.0,0.6362,0.345,0.0188
11.0,1.0,14.0,1.0,0.6384,0.3384,0.0232
11.0,0.0,14.0,1.0,0.6366,0.3432,0.0202
11.0,3.0,14.0,1.0,0.6348,0.3464,0.0188
12.0,1.0,2.0,2.0,0.4432,0.5066,0.0502
12.0,1.0,2.0,1.0,0.486,0.465,0.049
12.0,0.0,2.0,1.0,0.4434,0.5234,0.0332
12.0,1.0,3.0,0.0,0.4746,0.4802,0.0452
12.0,1.0,3.0,3.0,0.4626,0.4924,0.045
12.0,1.0,3.0,2.0,0.4694,0.4846,0.046
12.0,0.0,3.0,0.0,0.4622,0.502,0.0358
12.0,0.0,3.0,3.0,0.4394,0.5306,0.03
12.0,0.0,3.0,2.0,0.436,0.5336,0.0304
12.0,2.0,3.0,2.0,0.4762,0.4936,0.0302
12.0,3.0,3.0,2.0,0.4394,0.5222,0.0384
12.0,1.0,4.0,1.0,0.4504,0.5084,0.0412
12.0,1.0,4.0,0.0,0.442,0.5176,0.0404
12.0,0.0,4.0,0.0,0.4584,0.5046,0.037
12.0,1.0,5.0,2.0,0.4798,0.477,0.0432
12.0,1.0,5.0,1.0,0.5144,0.4464,0.0392
12.0,1.0,5.0,0.0,0.4832,0.474,0.0428
12.0,1.0,6.0,0.0,0.4998,0.4624,0.0378
12.0,1.0,6.0,3.0,0.4862,0.4752,0.0386
12.0,1.0,6.0,1.0,0.515,0.4484,0.0366
12.0,1.0,6.0,2.0,0.495,0.4652,0.0398
12.0,0.0,6.0,2.0,0.4728,0.4976,0.0296
12.0,2.0,6.0,2.0,0.5096,0.4588,0.0316
12.0,3.0,6.0,2.0,0.4688,0.5018,0.0294
12.0,1.0,7.0,2.0,0.5046,0.4554,0.04
12.0,1.0,7.0,0.0,0.506,0.4544,0.0396
12.0,1.0,7.0,3.0,0.4906,0.466,0.0434
12.0,1.0,7.0,1.0,0.543,0.4208,0.0362
12.0,1.0,8.0,1.0,0.546,0.42,0.034
12.0,1.0,8.0,3.0,0.5164,0.4454,0.0382
12.0,1.0,9.0,0.0,0.5472,0.4232,0.0296
12.0,1.0,9.0,3.0,0.5404,0.4278,0.0318
12.0,1.0,10.0,3.0,0.5646,0.4076,0.0278
12.0,1.0,10.0,1.0,0.5898,0.384,0.0262
12.0,1.0,10.0,2.0,0.57,0.4044,0.0256
12.0,1.0,10.0,0.0,0.5754,0.4,0.0246
12.0,1.0,11.0,1.0,0.6144,0.3586,0.027
12.0,1.0,11.0,0.0,0.58,0.395,0.025
12.0,1.0,11.0,3.0,0.5736,0.401,0.0254
12.0,0.0,11.0,0.0,0.5512,0.427,0.0218
12.0,0.0,11.0,3.0,0.5538,0.4282,0.018
12.0,2.0,11.0,0.0,0.5506,0.4296,0.0198
12.0,2.0,11.0,3.0,0.5608,0.4174,0.0218
12.0,1.0,12.0,0.0,0.795,0.1994,0.0056
12.0,1.0,12.0,2.0,0.7948,0.1996,0.0056
12.0,1.0,12.0,3.0,0.7968,0.197,0.0062
12.0,0.0,12.0,2.0,0.7814,0.2146,0.004
12.0,0.0,12.0,3.0,0.7724,0.2234,0.0042
12.0,2.0,12.0,3.0,0.7842,0.2114,0.0044
12.0,1.0,13.0,2.0,0.6202,0.3614,0.0184
12.0,1.0,13.0,0.0,0.6272,0.3526,0.0202
12.0,1.0,13.0,3.0,0.6096,0.3678,0.0226
12.0,1.0,13.0,1.0,0.6376,0.3432,0.0192
12.0,0.0,13.0,1.0,0.5774,0.4038,0.0188
12.0,1.0,14.0,2.0,0.6404,0.3398,0.0198
12.0,1.0,14.0,1.0,0.6662,0.3146,0.0192
12.0,0.0,14.0,1.0,0.6108,0.3732,0.016
12.0,2.0,14.0,1.0,0.6272,0.36,0.0128
12.0,3.0,14.0,1.0,0.606,0.3796,0.0144
13.0,2.0,2.0,2.0,0.532,0.4272,0.0408
13.0,2.0,2.0,1.0,0.4876,0.4704,0.042
13.0,0.0,2.0,2.0,0.5012,0.4514,0.0474
13.0,0.0,2.0,1.0,0.4844,0.4738,0.0418
13.0,3.0,2.0,2.0,0.4864,0.471,0.0426
13.0,3.0,2.0,1.0,0.4908,0.4656,0.0436
13.0,2.0,3.0,0.0,0.5048,0.451,0.0442
13.0,2.0,3.0,3.0,0.5038,0.452,0.0442
13.0,2.0,3.0,2.0,0.5358,0.4268,0.0374
13.0,0.0,3.0,0.0,0.5266,0.4288,0.0446
13.0,0.0,3.0,3.0,0.4952,0.4634,0.0414
13.0,0.0,3.0,2.0,0.5,0.4582,0.0418
13.0,3.0,3.0,0.0,0.5,0.46,0.04
13.0,3.0,3.0,3.0,0.5308,0.4292,0.04
13.0,3.0,3.0,2.0,0.4962,0.4616,0.0422
13.0,1.0,3.0,2.0,0.501,0.4572,0.0418
13.0,2.0,4.0,1.0,0.4832,0.472,0.0448
13.0,2.0,4.0,0.0,0.48,0.471,0.049
13.0,0.0,4.0,1.0,0.457,0.4978,0.0452
13.0,0.0,4.0,0.0,0.5126,0.4444,0.043
13.0,3.0,4.0,1.0,0.4748,0.4784,0.0468
13.0,3.0,4.0,0.0,0.4808,0.477,0.0422
13.0,2.0,5.0,0.0,0.5154,0.446,0.0386
13.0,2.0,6.0,0.0,0.5328,0.428,0.0392
13.0,2.0,6.0,3.0,0.5262,0.4396,0.0342
13.0,2.0,6.0,1.0,0.521,0.438,0.041
13.0,2.0,6.0,2.0,0.5544,0.4086,0.037
13.0,0.0,6.0,1.0,0.5224,0.4372,0.0404
13.0,0.0,6.0,2.0,0.5334,0.4298,0.0368
13.0,3.0,6.0,1.0,0.5304,0.427,0.0426
13.0,3.0,6.0,2.0,0.535,0.4218,0.0432
13.0,1.0,6.0,2.0,0.531,0.4334,0.0356
13.0,2.0,7.0,0.0,0.5438,0.4172,0.039
13.0,2.0,7.0,3.0,0.5442,0.4192,0.0366
13.0,2.0,7.0,1.0,0.5558,0.4112,0.033
13.0,0.0,7.0,0.0,0.5626,0.4024,0.035
13.0,0.0,7.0,3.0,0.5422,0.4228,0.035
13.0,0.0,7.0,1.0,0.5348,0.4346,0.0306
13.0,3.0,7.0,0.0,0.5438,0.4184,0.0378
13.0,3.0,7.0,3.0,0.5566,0.4068,0.0366
13.0,3.0,7.0,1.0,0.5402,0.4218,0.038
13.0,2.0,8.0,1.0,0.559,0.4094,0.0316
13.0,2.0,8.0,3.0,0.5442,0.4244,0.0314
13.0,0.0,8.0,1.0,0.5542,0.4106,0.0352
13.0,0.0,8.0,3.0,0.5536,0.4128,0.0336
13.0,3.0,8.0,1.0,0.5616,0.4058,0.0326
13.0,3.0,8.0,3.0,0.597,0.3758,0.0272
13.0,2.0,9.0,3.0,0.5708,0.3992,0.03
13.0,2.0,10.0,3.0,0.5854,0.3842,0.0304
13.0,2.0,10.0,1.0,0.5748,0.402,0.0232
13.0,2.0,10.0,2.0,0.626,0.3526,0.0214
13.0,2.0,10.0,0.0,0.6022,0.3724,0.0254
13.0,0.0,10.0,1.0,0.5846,0.3912,0.0242
13.0,0.0,10.0,2.0,0.5874,0.391,0.0216
13.0,0.0,10.0,0.0,0.605,0.3674,0.0276
13.0,3.0,10.0,1.0,0.596,0.3828,0.0212
13.0,3.0,10.0,2.0,0.5904,0.382,0.0276
13.0,3.0,10.0,0.0,0.5926,0.3854,0.022
13.0,2.0,11.0,1.0,0.6102,0.3634,0.0264
13.0,2.0,11.0,0.0,0.5948,0.3828,0.0224
13.0,2.0,11.0,3.0,0.587,0.3872,0.0258
13.0,0.0,11.0,0.0,0.6064,0.3742,0.0194
13.0,0.0,11.0,3.0,0.5962,0.382,0.0218
13.0,3.0,11.0,0.0,0.6084,0.3706,0.021
13.0,3.0,11.0,3.0,0.6216,0.3592,0.0192
13.0,1.0,11.0,0.0,0.5978,0.381,0.0212
13.0,1.0,11.0,3.0,0.6018,0.379,0.0192
13.0,2.0,12.0,0.0,0.5822,0.4008,0.017
13.0,2.0,12.0,2.0,0.6078,0.3728,0.0194
13.0,2.0,12.0,3.0,0.5812,0.3972,0.0216
13.0,0.0,12.0,0.0,0.5906,0.3906,0.0188
13.0,0.0,12.0,2.0,0.5702,0.4106,0.0192
13.0,0.0,12.0,3.0,0.5754,0.4018,0.0228
13.0,3.0,12.0,0.0,0.5794,0.4016,0.019
13.0,3.0,12.0,2.0,0.5966,0.3864,0.017
13.0,3.0,12.0,3.0,0.6148,0.3652,0.02
13.0,1.0,12.0,2.0,0.5706,0.4132,0.0162
13.0,1.0,12.0,3.0,0.5846,0.4016,0.0138
13.0,2.0,13.0,0.0,0.8226,0.1708,0.0066
13.0,2.0,13.0,3.0,0.8204,0.1746,0.005
13.0,2.0,13.0,1.0,0.813,0.1798,0.0072
13.0,0.0,13.0,3.0,0.8104,0.1834,0.0062
13.0,0.0,13.0,1.0,0.8204,0.175,0.0046
13.0,3.0,13.0,1.0,0.8194,0.1742,0.0064
13.0,2.0,14.0,1.0,0.659,0.3208,0.0202
13.0,0.0,14.0,1.0,0.6356,0.347,0.0174
13.0,3.0,14.0,1.0,0.6554,0.3242,0.0204
13.0,1.0,14.0,1.0,0.6716,0.3088,0.0196
14.0,3.0,2.0,0.0,0.5292,0.4282,0.0426
14.0,3.0,2.0,3.0,0.5626,0.4006,0.0368
14.0,3.0,2.0,2.0,0.5438,0.418,0.0382
14.0,3.0,2.0,1.0,0.5366,0.4222,0.0412
14.0,0.0,2.0,3.0,0.5328,0.424,0.0432
14.0,0.0,2.0,2.0,0.5382,0.4212,0.0406
14.0,0.0,2.0,1.0,0.5168,0.4402,0.043
14.0,2.0,2.0,2.0,0.5534,0.413,0.0336
14.0,2.0,2.0,1.0,0.5248,0.432,0.0432
14.0,3.0,3.0,1.0,0.5466,0.4102,0.0432
14.0,3.0,3.0,0.0,0.5288,0.43,0.0412
14.0,3.0,3.0,3.0,0.573,0.3878,0.0392
14.0,3.0,3.0,2.0,0.5414,0.4138,0.0448
14.0,0.0,3.0,0.0,0.5672,0.3938,0.039
14.0,0.0,3.0,3.0,0.5332,0.4258,0.041
14.0,0.0,3.0,2.0,0.544,0.4168,0.0392
14.0,2.0,3.0,0.0,0.5428,0.4128,0.0444
14.0,2.0,3.0,3.0,0.5468,0.4136,0.0396
14.0,2.0,3.0,2.0,0.573,0.392,0.035
14.0,1.0,3.0,2.0,0.5506,0.4112,0.0382
14.0,3.0,4.0,2.0,0.526,0.4286,0.0454
14.0,3.0,4.0,3.0,0.5614,0.4012,0.0374
14.0,3.0,4.0,1.0,0.5276,0.4272,0.0452
14.0,3.0,4.0,0.0,0.5304,0.4256,0.044
14.0,0.0,4.0,3.0,0.5356,0.4234,0.041
14.0,0.0,4.0,1.0,0.5214,0.4342,0.0444
14.0,0.0,4.0,0.0,0.5604,0.397,0.0426
14.0,2.0,4.0,1.0,0.5338,0.428,0.0382
14.0,2.0,4.0,0.0,0.533,0.425,0.042
14.0,3.0,5.0,3.0,0.5796,0.3796,0.0408
14.0,3.0,5.0,2.0,0.569,0.3922,0.0388
14.0,3.0,5.0,1.0,0.5542,0.4026,0.0432
14.0,3.0,5.0,0.0,0.5576,0.4066,0.0358
14.0,0.0,5.0,2.0,0.5616,0.4026,0.0358
14.0,0.0,5.0,1.0,0.5596,0.399,0.0414
14.0,0.0,5.0,0.0,0.5792,0.3802,0.0406
14.0,2.0,5.0,0.0,0.5512,0.4076,0.0412
14.0,3.0,6.0,0.0,0.571,0.3912,0.0378
14.0,3.0,6.0,3.0,0.5996,0.3618,0.0386
14.0,3.0,6.0,1.0,0.5762,0.385,0.0388
14.0,3.0,6.0,2.0,0.571,0.391,0.038
14.0,0.0,6.0,0.0,0.5718,0.3922,0.036
14.0,0.0,6.0,3.0,0.5588,0.4038,0.0374
14.0,0.0,6.0,1.0,0.5836,0.384,0.0324
14.0,0.0,6.0,2.0,0.5696,0.3966,0.0338
14.0,2.0,6.0,0.0,0.563,0.3974,0.0396
14.0,2.0,6.0,3.0,0.5666,0.3938,0.0396
14.0,2.0,6.0,1.0,0.5656,0.3902,0.0442
14.0,2.0,6.0,2.0,0.5986,0.3682,0.0332
14.0,1.0,6.0,2.0,0.5542,0.4032,0.0426
14.0,3.0,7.0,2.0,0.5744,0.392,0.0336
14.0,3.0,7.0,0.0,0.5782,0.3894,0.0324
14.0,3.0,7.0,3.0,0.614,0.3538,0.0322
14.0,3.0,7.0,1.0,0.5758,0.3896,0.0346
14.0,0.0,7.0,2.0,0.5888,0.3782,0.033
14.0,0.0,7.0,0.0,0.5946,0.3744,0.031
14.0,0.0,7.0,3.0,0.5748,0.3878,0.0374
14.0,0.0,7.0,1.0,0.5684,0.3992,0.0324
14.0,2.0,7.0,0.0,0.568,0.3952,0.0368
14.0,2.0,7.0,3.0,0.5914,0.3748,0.0338
14.0,2.0,7.0,1.0,0.5744,0.3858,0.0398
14.0,3.0,8.0,0.0,0.6,0.371,0.029
14.0,3.0,8.0,2.0,0.5906,0.376,0.0334
14.0,3.0,8.0,1.0,0.597,0.3722,0.0308
14.0,3.0,8.0,3.0,0.6086,0.363,0.0284
14.0,0.0,8.0,1.0,0.5946,0.3792,0.0262
14.0,0.0,8.0,3.0,0.5918,0.3808,0.0274
14.0,2.0,8.0,1.0,0.5796,0.3886,0.0318
14.0,2.0,8.0,3.0,0.5952,0.3748,0.03
14.0,3.0,9.0,2.0,0.6008,0.368,0.0312
14.0,3.0,9.0,1.0,0.5954,0.3738,0.0308
14.0,3.0,9.0,0.0,0.6072,0.3644,0.0284
14.0,3.0,9.0,3.0,0.632,0.3432,0.0248
14.0,0.0,9.0,0.0,0.6108,0.3592,0.03
14.0,0.0,9.0,3.0,0.6036,0.3702,0.0262
14.0,2.0,9.0,3.0,0.6088,0.365,0.0262
14.0,3.0,10.0,3.0,0.646,0.334,0.02
14.0,3.0,10.0,1.0,0.6186,0.3608,0.0206
14.0,3.0,10.0,2.0,0.6288,0.3484,0.0228
14.0,3.0,10.0,0.0,0.6184,0.3588,0.0228
14.0,0.0,10.0,3.0,0.6,0.3788,0.0212
14.0,0.0,10.0,1.0,0.6104,0.364,0.0256
14.0,0.0,10.0,2.0,0.6332,0.343,0.0238
14.0,0.0,10.0,0.0,0.6334,0.3472,0.0194
14.0,2.0,10.0,3.0,0.6358,0.3436,0.0206
14.0,2.0,10.0,1.0,0.623,0.354,0.023
14.0,2.0,10.0,2.0,0.649,0.3294,0.0216
14.0,2.0,10.0,0.0,0.6274,0.3508,0.0218
14.0,3.0,11.0,2.0,0.6276,0.3508,0.0216
14.0,3.0,11.0,1.0,0.6228,0.3542,0.023
14.0,3.0,11.0,0.0,0.6374,0.3442,0.0184
14.0,3.0,11.0,3.0,0.661,0.32,0.019
14.0,0.0,11.0,1.0,0.6202,0.3586,0.0212
14.0,0.0,11.0,0.0,0.6506,0.33,0.0194
14.0,0.0,11.0,3.0,0.6482,0.3336,0.0182
14.0,2.0,11.0,1.0,0.6296,0.3494,0.021
14.0,2.0,11.0,0.0,0.6334,0.347,0.0196
14.0,2.0,11.0,3.0,0.6302,0.3464,0.0234
14.0,3.0,12.0,1.0,0.63,0.3538,0.0162
14.0,3.0,12.0,0.0,0.6054,0.3754,0.0192
14.0,3.0,12.0,2.0,0.6138,0.3682,0.018
14.0,3.0,12.0,3.0,0.6386,0.3466,0.0148
14.0,0.0,12.0,1.0,0.6414,0.3388,0.0198
14.0,0.0,12.0,0.0,0.6178,0.367,0.0152
14.0,0.0,12.0,2.0,0.6126,0.369,0.0184
14.0,0.0,12.0,3.0,0.6148,0.3708,0.0144
14.0,2.0,12.0,0.0,0.614,0.37,0.016
14.0,2.0,12.0,2.0,0.6474,0.3412,0.0114
14.0,2.0,12.0,3.0,0.6064,0.3784,0.0152
14.0,3.0,13.0,2.0,0.6444,0.3386,0.017
14.0,3.0,13.0,0.0,0.6438,0.339,0.0172
14.0,3.0,13.0,3.0,0.6748,0.3078,0.0174
14.0,3.0,13.0,1.0,0.6522,0.3284,0.0194
14.0,0.0,13.0,2.0,0.6452,0.3338,0.021
14.0,0.0,13.0,0.0,0.6534,0.3272,0.0194
14.0,0.0,13.0,3.0,0.6528,0.3318,0.0154
14.0,0.0,13.0,1.0,0.6578,0.3264,0.0158
14.0,2.0,13.0,2.0,0.6664,0.317,0.0166
14.0,2.0,13.0,0.0,0.6594,0.3248,0.0158
14.0,2.0,13.0,3.0,0.6534,0.3258,0.0208
14.0,2.0,13.0,1.0,0.6528,0.3288,0.0184
14.0,3.0,14.0,0.0,0.8462,0.1466,0.0072
14.0,3.0,14.0,2.0,0.8524,0.1424,0.0052
14.0,3.0,14.0,1.0,0.8494,0.145,0.0056
14.0,0.0,14.0,2.0,0.8518,0.143,0.0052
14.0,0.0,14.0,1.0,0.8428,0.149,0.0082
14.0,2.0,14.0,1.0,0.8528,0.1416,0.0056
